id,operation_id,product_id,quantity
69636f81-aed3-464d-8f03-1643d791a044,05f367a9-b65d-4b40-a71f-fa5a05f0887b,4c02dfe1-7f17-42ff-bf16-757f8d43b295,71
61790deb-2dad-4824-b371-c97876e51c77,534e5148-d43e-492b-8e0a-8c29d33be8fc,806a746f-55b0-4605-a01f-1a873192f1d8,5
de2c26e9-d161-49e1-a9c9-668a8b949372,fd4aa6ef-986a-4f69-ac2a-e531d49756ed,7dbf264b-c1be-47d8-8eec-238c78065ffb,4
7e0c16e2-4486-4ddb-a4d2-3bf2c39e7fb6,af8830d0-9864-40ab-b869-4fb519eb7d3b,1cef7a4c-b32e-4402-9dea-d3babc9c22e9,4
57850b64-f7c1-4269-8c31-5468e79e1d2c,cecb89b7-db8a-4823-ad86-6e530bacc63e,571e9637-1ddc-4070-a1f5-ddc749b8d921,8
241d4cfb-089d-4a4e-b55a-1decb6c4868f,330939c0-8277-4d6c-9030-3c206c03c056,245cefac-115d-49d8-be9d-ac0cf0fda4e5,4
7df2417c-71cc-4573-ae2d-11e716c69d07,e0929777-10c8-4b21-9888-96d77b29c9dd,5ef55a4a-c790-4f14-ace1-710b9b18d6ff,1
f6794179-0f62-46d9-bdb8-78f8f7968fd1,23ac72a0-79ac-4fd3-b293-90fe3190fde4,a2ca28b0-1221-44a5-ae89-926dd8f1748e,11
6c3dd2ca-94d8-42c8-9348-9aab7f2c2733,4a8b5082-e48b-4d2d-a505-e83f97f8828e,f79e2669-5fd6-4b1f-a0d6-596baea57f7c,167
fe43aa9c-ce71-4add-983e-e57384ef89c4,2c8df40f-fc17-4a73-876c-9fa553dd5b1b,e4903f52-cb68-4e14-8c6d-6e72566df0a1,44
f997c67f-af16-4e2b-b7e0-448cfe8e6fc5,9df1ebd3-5620-4db9-9ea7-f12b39ae369d,996a0785-0109-4b44-9c25-d0024c8b9026,16
29e2ce84-84d6-4290-b825-14fccdafd83b,256024f0-6317-429b-9145-30bafb641fe5,b54b9704-2753-4d27-bf43-87f77b328141,20
426b5570-bb2d-4046-93e7-b8bb2cc15028,7a811e2f-48ef-4b3e-ba87-65940cee9eab,a33190e5-b900-4b60-8da1-876d9e3ac432,4
b678d0b4-63f2-4a91-83c4-af95edb1d04c,bb6dd2ff-41ae-4a82-bf10-a09902d1d220,88df1e85-2560-433a-9738-34ad4dfafd8c,46
b20f8179-c1ac-4e11-9a6a-ffe881e1fc31,988fda81-7873-4a50-bea9-5a6fbf2096fd,70321a4d-f63d-4272-91d6-ec0003280d44,55
4e1604bd-1b7b-49a5-a4e6-40e793e1087f,8fb2badb-7c0b-4a55-96e0-9e197dee1f59,ea3f08f9-27a1-46eb-a215-fef7d06d3056,33
3ad057f8-66d3-47d7-a61e-51bf1a9c1ce4,983d559c-ba41-4b43-8f9e-a46c5238509a,459846e4-da90-434b-809f-2421703ae4f1,20
14e8c6a2-90ab-4ae1-a607-bb3884a305d4,412a13fc-9f78-4b21-8b92-705b10fe5058,b35a78c8-664a-4f09-b62a-03897539ccdf,287
a7cba2cc-6959-4d42-8790-acb9546eea6b,32fecca1-959f-4d08-b3ee-3cc756c69737,680a8d14-0c36-417b-bbdf-450f41c3f11e,143
abd2facb-c64e-4509-8b6a-fb0158278426,bb632755-18a9-4e59-9703-c0a4919d67b0,6b38f2ec-efe6-443d-984a-e675b627cfc2,2
3f9e44dd-140a-4103-8fe5-d3b566b65124,e6b7dfcd-1c83-474f-8660-3d0b397088ec,5efdd9c5-b177-4ce9-964a-2b4014823405,18
3854671f-ee93-44ef-b025-440a386a07ea,3af8d667-1f13-4fe8-83c3-2940460891e7,fd3ea438-295e-4b6f-9b9e-7eef7e714e45,5
45eacc31-e770-46b8-b09d-49a261903439,fde9d565-971a-46ae-9b0b-62a770a9c53d,f54f6b56-ae87-49e0-9602-d4b17d9bb638,32
e35e182d-a3e3-4672-a08f-54e8093961e7,14d7791c-4b16-4173-a033-b599288e0607,9307d12b-cffa-436e-9a0b-df5f07f503fe,33
b550eda8-ca01-4efa-a23f-5b7b788d4dba,e739ab2f-e23c-406f-bb4c-fa7f01012aa5,6938c525-7376-4936-9ce0-6b68c60f3683,3
41b8cd68-5f8d-4bc7-8121-1e38c369f1bf,c2a8e828-9b32-4e92-ad90-d7f543c59540,fc8b8498-16ad-4b0c-a87b-fcd2a7cbe4d8,172
928de19f-eccb-44a0-a096-916fb2012558,ed8ea31e-2440-4d9e-8aa2-b390e111d07d,7fa3fdfd-d378-4271-bc82-ff0a63b0a1d1,5
e37267a3-2dde-4420-a197-58ff04a1d962,7f968522-894a-468e-8c3e-b76148519faf,4fd7fc94-3e75-45cd-a378-8cc4eee763de,39
2f54ab5e-4a80-4c82-b313-e9e436f5abd6,dbdb1112-694d-48b9-9d47-d7ef0be0a4ff,4316584c-e015-4443-9ea4-23429516d73d,2
0272a531-cdaa-4d31-b401-4a8e491a64cb,98205194-8357-4667-96f9-10325fd837ee,9c02bb16-68f5-4c18-92a1-63e31b3a1910,49
d5eb4161-9985-4128-b1c4-f573735725c1,021113d5-9a68-40bd-812e-3c8eb475e010,5ca36346-863d-4a08-b64b-073af2da491f,44
0791d028-d08b-4b87-b148-42f1cac48784,4a42bda2-a86f-4f83-8107-8386187b3db2,d638e233-566a-42f8-8f42-27c88fde40e4,16
802c9332-587f-409e-a0f1-70ab645ddb67,c78c40c2-a6aa-47f5-8db5-645aa552549f,d17fe852-2e22-460c-8495-43084a7ce64c,26
ae7383a9-4a2c-418b-92f3-74d5dde4ca4a,ea04bc65-6e93-46ed-8574-c7a38828dca2,9f5beaa9-a0ee-4b27-a8fc-7454e9216bc6,147
0f7b8c82-00b1-4172-b4dd-7c72deb19309,178e304c-436b-4e7a-968d-5c5137188327,6b5e496f-ed2f-42fa-b13c-ca47f3573912,2
5196d493-eef3-4b80-9a78-4606c9fe1a1a,c515c28a-1faa-448f-a6d8-cf3fc920a155,b6346949-3aa0-4405-92e4-0aed769bb291,51
32631a24-49b7-4dc2-ba32-63b06862e31a,239c268e-7409-452d-a1f6-15d7cbcc2efd,649157a9-5fa4-4afa-a1f8-d1dd9e3902b0,36
b15840dc-89cc-4bfd-a490-7d92986d6972,4e8c377f-a728-4acc-95fb-ff05f3a9018f,db601af8-dc14-4124-bf2a-0bf58519e9c1,4
dcb94ef7-4790-49fe-8266-510bb58d2b5e,1f342281-7e2d-490b-894e-c289d62b6988,ee577fed-5a31-437b-bf21-2e87da911439,200
6372d7a4-242e-476a-a046-906fb16476c8,a0330bd7-ba96-4b9c-a471-f1edd874bfd6,044d3f83-a13b-4e1c-b14d-974d2452cb11,2
8a7e9b0e-d0a8-4be9-9ae4-fa96cc1f4a7a,e22ca185-5616-492d-8177-d9cf6b9018cd,9470fa20-2de2-482f-ad51-778c41d878e8,37
3e182d17-3f4e-4465-a303-18cab16f793a,cbe042db-4ee2-4074-9c82-4d6bd4c83488,83c58dae-9b45-4c87-b3fd-225f0f1f7985,59
3ab1868c-5522-4c53-b243-f99c83308497,4ed72980-bd20-4772-939e-835d3d17bc93,85bbb5ec-d6ba-46ed-bcf4-b1c6cf03c46c,52
346e8d2b-2dc4-4d29-8b94-1578dc9484ff,1b8a252d-e879-4958-93d1-d92f10cabfe4,25df6fd8-b870-4c8b-9974-f56a0f8bb066,3
9bd16eb0-6e64-4f51-bdf8-01a99df00ba8,b9a600b8-bdf8-4869-9192-20cea904d707,266c205b-863a-4290-8e72-3048d9cc2892,148
bb1238b8-5db3-4082-9a58-48fcf916c163,4e214ba6-4c13-4562-a7c8-1795988df0c0,295e5607-5e5b-4454-8c22-6bde7e3de70b,136
d8a2bd3c-60eb-4820-94da-b991c18f3279,411c24cf-eb08-41bd-a2ae-a0b123c75d1a,52d4c2ce-6f31-40f2-9141-79760c88cacb,146
501b01ee-9be8-4b6e-8faf-2ee45e3c26c0,5b22dd80-8402-4d87-8ff5-b9900b3ba89a,7dbf264b-c1be-47d8-8eec-238c78065ffb,37
ac0b9722-bf09-4a01-b8dc-5a11146c78a0,751e4404-2e33-4103-91bb-03475e2b0be9,0188fc82-d4fb-478a-a861-1fe3efb0b5df,16
016e284c-3a96-48ea-971a-47dc422c50f4,63cc5c10-b735-4c9c-967f-da908357197a,b11c5ea1-a716-4067-ac95-748d131f8a95,192
f04ab803-43c5-46f8-9b09-e953564a5c47,99472154-c0b7-432e-9580-279f0a84b3cd,34f5c00b-80c8-4d32-a7d0-9c66a46885aa,50
6e0f2c29-8c48-4655-8c78-3811d6e5793b,fd30961e-35a0-4366-9387-99ba718922c4,04bcff4e-2115-4eed-b780-934258208a65,97
a38c1343-aa4e-44fe-acf4-0a8fde792cb6,fcd0cdc7-5762-4a8a-87f2-46d7c51795d4,740c9152-ae0d-4820-a900-10c21d1ac337,43
1ba2d889-aa76-4ba6-b88c-575230c1e3d2,7bf79433-b687-4d89-9884-ac0d5ca39142,3ea77d3f-49fe-4154-a9e2-3ed2cb92b2a4,2
030cacb1-f07e-4bab-83d3-38f2c34c2f77,a56d88f5-58ee-4bb3-8f78-34ef12ef4649,16607cb9-cc46-4811-98b2-a8b057072e8a,3
1ae0bfc2-d4c2-4931-a4be-33a21af84e3c,fce25efb-bf76-4c90-9669-c23d2c4cc2d2,ea285315-43ab-41e9-ae84-18c5f9ff81df,27
d54570fd-0f87-4428-8970-4e6a5ed64656,e5fbcf99-769e-487e-a012-f81ecb0c67da,866c070c-60f9-444d-b83e-a6c368b924a1,141
597d95cc-bd2b-46fd-b0f7-fceb1687024a,b57d2b9c-f52d-4ff8-b7b2-ae869874424b,41b251a1-6281-4278-96a8-6c235eef5cbe,43
0164a053-356d-4a76-be13-686b5841877c,6d8facf9-8bc1-44a7-89e6-7ac78769c6a2,f73d8acc-f63c-46e8-8658-aa06e0da132b,13
39b9742d-dbef-4435-a86f-a4bbded5a223,686f465f-205d-4f05-9ef2-472a21cae5b9,bc8873f1-ad87-468e-986f-1f28cc86308c,36
c00b6471-efbc-4688-92d5-bbb0df92cf5c,79ca8856-8698-4434-900e-4fdd805a426f,8548797f-c072-449b-a802-a514512d441a,187
d656ad44-ae2b-49dd-8ca9-86881244e55b,f5167ef0-f0fe-444b-b13d-75ff4a6facc3,a67d3773-d0e4-422d-997c-76727394f085,38
20795cd1-f9ff-424a-8ba2-3ac7ba0be9fb,f8b9326b-8df9-4186-87cd-cf46e8ae9994,bbb871fc-3a8b-4c3b-aad8-cd1a56cd1802,19
44b39cc3-e4d4-43ba-bfa6-65bcb07d0525,70ae35b0-9b49-4eca-a96e-d8f196ae118e,86cb01d1-1aea-46d2-84f8-a236fea4fe31,187
9c781536-0302-42f3-8a61-4e967fd37e39,4a8b5082-e48b-4d2d-a505-e83f97f8828e,555a66e0-c177-4924-ad7e-5670ee634918,15
3a37d0d7-762d-4157-a0e2-491381e1d159,ddcbd927-59d4-4445-abab-3f8f3bac20b9,eac32f24-e546-450b-999b-56ca5351f9ab,26
7326493b-9924-4710-b536-cf46f29cc96b,984642a1-3363-4c79-8d80-5489d29cc65e,04f33ca3-0fc6-41cf-91cc-adc6d02912ca,32
ce273991-0b4a-4c40-a185-ae120419cb78,d6921ac7-4cb6-4138-8b92-384bab91ee70,cf76c3e8-78e8-4c91-8be9-43fd81af56f2,29
1e6197e2-a966-4bbf-a150-0610a8c5ab9f,0dd44279-7b70-4879-a52c-eb059f49ac21,59621013-1c1d-45fe-816a-6fa9e672e2d6,41
1f4cd814-267e-4873-8a22-26cfcbdc28d1,4aa54d4f-10ff-4f61-a621-845a9d0d5760,d0a42ec8-8266-4b51-9203-7844d254682d,4
18b7cb89-a586-4763-b38f-b74badc9e90b,f653b435-1cf7-4f12-a65d-ea50b4eef83a,8337ea6c-fef6-4543-993a-f35765fd312c,3
abf3cfaa-67a1-4a64-a99c-da2f81128738,a7574176-465d-47b5-9107-836b10534c63,c999c4f9-2296-43b1-ad4c-10d6293ffbad,32
e66b70f6-96b3-43cd-9cfc-b6f178dfa6a5,412a13fc-9f78-4b21-8b92-705b10fe5058,b8dd0d95-de77-40bd-892a-62832ea28410,261
964efccd-329b-4469-b929-073767aeb5bd,5233f245-0a98-47cd-9cd3-8cb95902b2e0,13b7059d-ed82-4a02-b157-c8d225d8c157,2
bb3864ea-dd96-453c-93a3-2ec7827807a0,69e36ef5-f68d-4a16-a4ac-8f172cfc1fb2,f8789996-2961-4384-be31-19453d50865c,5
57392baa-f686-4276-950e-c8b9aa41fe11,06fb6b39-fa56-4e38-aaaf-efc8bdae9882,8e74c7c1-a673-4996-94c3-7c5b4e647d60,49
13cbcf20-58be-4e67-9fcb-7aeab17adb69,54fcbce3-51f1-43e2-88bb-a8a0419e1068,48345065-97cd-4c8b-a131-a9b34ab96a83,20
d838c7a7-7a69-4dda-9fe7-78ff987a7f2e,b7d9a266-22ee-4d9d-912c-1f95c7171c52,f1aff85c-4c29-475f-b7e7-a7b581e6c4c7,3
720d7693-a0bd-4ff3-a266-f3f2c81bd7ac,1bcb26b1-5c6c-45d4-bf16-1b597000141c,9f15a55d-d63f-4d3c-be34-b4f8fb4747f7,10
02323b13-cbf0-4570-b2b2-619e868b55fe,bc91338d-261a-4bfe-b75a-c22737e7bcaf,4daad71d-eb0b-41d5-9ddf-45ede035a524,121
34a390a6-2ce1-4f91-8bef-29f499ed7c10,fc76636a-3598-4b20-b1ed-a8b6a43558c6,046b0f52-ffd3-4326-b89e-72ba96b0bdc8,50
0957c0d4-3a94-4dfb-96eb-6b61e26571ff,c41197d8-68ed-42da-9a2f-c275b732614f,99a6406f-160d-4d38-9bca-856d29ce2f7f,40
92343c3f-661f-4bbd-aebc-af767587b8b1,9a1f35c3-12cd-4661-945a-6382e9493ef4,6a9e7726-ea67-4501-8662-b1a66646708a,9
bef281d4-6f3c-4de9-b986-9f21b0e43dce,f87bbbe3-00a7-4e81-84eb-fa5a3c163a07,fd7b3d2d-0792-4803-9526-8e278be89713,49
d787037b-e20e-4459-8379-2f7cca992010,90f70702-4989-4ef3-90e4-40f78d0ccdb9,0d60359b-3d11-4434-b9f9-7b9e95f87fa6,270
17ce48c4-4373-43d8-b15b-9984626a9ac6,83354244-fa56-4ff9-9293-3f7a8ecdcb89,bbea28a3-5b20-469b-a7a2-a8d877e0e328,37
19b82ee0-6b32-4b2e-80ad-29b0157498c3,d5f74f0a-c2da-44e5-a99f-be45ea380f3d,f570d7dd-8b22-406a-a7fd-9adcbeba08f6,30
a07828d6-9a86-443a-a4c3-2f5c6a0b3029,1c3f5be8-9a66-4ee5-a2ce-4e68cce3843c,529bcb6b-6ee5-4417-8cd7-ba87f4084aee,36
de51f3dc-33cc-4cea-acf5-006d796fe1e2,03a5cdd7-08f7-4d18-82de-7dd080c1fd6d,f9e56f2b-91e9-4456-a99c-338154185055,11
3b2cc172-dd76-4ce1-ae1b-ac37822cb053,417305d8-33ed-4675-bb25-05f6ea861c29,aa53621d-974a-448d-b632-8e933a7d479c,41
8084091f-9184-4efa-a2cd-f052571cfced,9b06b52a-fe3d-42a4-b13c-a80a004f19ff,f6f2ddf3-3515-4777-b6e5-15f0d79d9ec6,1
d414497a-6f2c-41d2-bc7e-dd74b1ba2241,f007551a-c85f-4521-a1df-965283ff51dc,de2e5094-01e0-4998-9d65-d97eae16ed65,76
e27e537c-6a8c-43b0-a596-541b6ae76740,7d84bf24-2c62-4694-9f8d-4edf2f537f27,3927998e-ce04-4d58-9949-521674d6aaf1,83
799c8a4d-59d4-4a78-ac35-db2d2a3f61e0,6d5b7b28-a1be-4191-9f5b-dc138715269f,a02cdac7-8489-4800-a4f9-61097892d4fa,18
10e20073-eab2-4a55-aae2-da7d7452033a,2138cf7e-feb1-4b32-a884-afd9d456dae4,13faa4a2-519f-4223-884e-a4053ecde909,449
